접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),토지면적(㎡),층,권리구분,취소일,건축년도,건물용도,신고구분,신고한 개업공인중개사 시군구명
2024,11410,서대문구,12000,남가좌동,1,대지,385,0,DMC파크뷰자이1단지,20241017,133500,84.98,0,8,,,2015,아파트,중개거래,서울 서대문구
2024,11140,중구,16200,신당동,1,대지,843,0,삼성,20241017,94200,59.97,0,16,,,1999,아파트,중개거래,서울 중구
2024,11545,금천구,10100,가산동,1,대지,776,0,가산대명벨리온,20241017,11800,16.28,25.63,10,,,2017,오피스텔,중개거래,서울 금천구
2024,11500,강서구,10900,방화동,1,대지,590,12,영화빌리지,20241017,26300,46.82,22,3,,,2003,연립다세대,중개거래,서울 강서구
2024,11320,도봉구,10600,방학동,1,대지,715,21,홍진맨션A동,20241017,24700,60.48,31,1,,,1995,연립다세대,중개거래,서울 도봉구
2024,11350,노원구,10500,상계동,1,대지,624,0,상계주공16(고층),20241017,37500,45.77,0,7,,,1988,아파트,중개거래,서울 노원구
2024,11350,노원구,10200,월계동,1,대지,556,0,주공2,20241017,31700,38.64,0,10,,,1992,아파트,중개거래,서울 노원구
2024,11305,강북구,10100,미아동,1,대지,215,31,옥토하우스2,20241017,20800,26.49,15,3,,,2014,연립다세대,중개거래,서울 강북구
2024,11230,동대문구,11000,이문동,,,,,,20241017,76500,117.36,86,,,,1994,단독다가구,중개거래,서울 동대문구
2024,11560,영등포구,11000,여의도동,1,대지,525,0,브라이튼여의도,20241017,526900,132.596,0,16,,,2023,아파트,직거래,
2024,11410,서대문구,11100,홍제동,1,대지,274,90,개나리주택,20241017,21000,46.18,37,2,,,1974,연립다세대,중개거래,서울 서대문구
2024,11740,강동구,10600,둔촌동,1,대지,170,1,올림픽파크 포레온,20241017,192500,59.99,0,30,입주권,,0,아파트,중개거래,서울 강동구
2024,11530,구로구,10200,구로동,1,대지,110,0,종인아네스트,20241017,10950,16.04,0,16,,,2012,아파트,중개거래,서울 구로구
2024,11440,마포구,10300,신공덕동,1,대지,3,3,블루마리오피스텔,20241017,16500,18.02,34.4351,11,,,2017,오피스텔,중개거래,서울 마포구
2024,11410,서대문구,11100,홍제동,1,대지,266,3,제일주택,20241017,31500,52.73,34,4,,,1980,연립다세대,중개거래,서울 서대문구
2024,11740,강동구,10600,둔촌동,1,대지,170,1,올림픽파크 포레온,20241017,337239,134.97,0,20,입주권,,0,아파트,중개거래,서울 강동구
2024,11305,강북구,10300,수유동,1,대지,443,37,"동아쉐르빌(A,B동)",20241017,24700,57.12,33,4,,,2010,연립다세대,중개거래,서울 강북구
2024,11320,도봉구,10700,창동,1,대지,808,0,동아청솔,20241017,66500,59.445,0,14,,,1997,아파트,중개거래,서울 도봉구
2024,11380,은평구,10700,응암동,1,대지,698,2,제니스빌,20241017,17700,28.26,17,2,,,2016,연립다세대,직거래,
2024,11290,성북구,13300,정릉동,1,대지,1014,0,정릉스카이쌍용아파트,20241017,55500,59.9,0,4,,,1999,아파트,중개거래,서울 성북구
2024,11470,양천구,10300,신월동,1,대지,523,26,효성쉐르빌,20241017,28500,48.9,27,4,,,2017,연립다세대,중개거래,서울 양천구
2024,11740,강동구,10500,길동,1,대지,335,9,장원주택(가동),20241017,25000,43.38,33,1,,,1986,연립다세대,중개거래,서울 강동구
2024,11590,동작구,10200,상도동,,,,,,20241017,162000,180,143,,,,1985,단독다가구,중개거래,서울 동작구
2024,11470,양천구,10300,신월동,1,대지,425,4,우영,20241017,24000,72.23,55,1,,,1982,연립다세대,중개거래,서울 양천구
2024,11350,노원구,10400,하계동,1,대지,280,0,미성,20241017,70000,118.52,0,9,,,1989,아파트,직거래,
2024,11350,노원구,10300,공릉동,1,대지,389,13,임성아파트,20241017,45000,84.84,0,7,,,1997,아파트,중개거래,서울 노원구
2024,11305,강북구,10100,미아동,1,대지,1357,0,삼각산아이원,20241017,64500,59.758,0,18,,,2003,아파트,중개거래,서울 강북구
2024,11680,강남구,10100,역삼동,1,대지,678,27,이지마루 역삼,20241017,43000,37.55,47.86,5,,,2018,오피스텔,중개거래,서울 송파구
2024,11500,강서구,10200,등촌동,1,대지,715,0,등촌동아이파크,20241017,95000,84.995,0,2,,,2004,아파트,중개거래,서울 강서구
2024,11290,성북구,13600,하월곡동,1,대지,222,0,월곡두산위브,20241017,69500,59.855,0,8,,,2003,아파트,중개거래,서울 성북구
2024,11590,동작구,10200,상도동,1,대지,527,0,이수브라운스톤상도(527-0),20241017,129250,84.84,0,17,,,2007,아파트,중개거래,서울 동작구
2024,11590,동작구,10700,사당동,1,대지,316,102,웰리치파크(316-102),20241017,38000,40.947,26,4,,,2014,연립다세대,직거래,
2024,11410,서대문구,11100,홍제동,1,대지,459,0,홍제원현대(459-0),20241017,72000,59.93,0,7,,,2000,아파트,중개거래,서울 서대문구
2024,11230,동대문구,11000,이문동,1,대지,427,0,이문2차푸르지오,20241017,70700,84.79,0,9,,,2007,아파트,중개거래,"서울 동대문구, 서울 양천구"
2024,11380,은평구,11400,진관동,1,대지,62,0,은평스카이뷰자이,20241017,109000,84.748,0,14,,,2019,아파트,중개거래,서울 은평구
2024,11350,노원구,10500,상계동,1,대지,1256,0,은빛2단지,20241017,49500,59.95,0,6,,,1998,아파트,중개거래,"서울 노원구, 서울 동대문구"
2024,11320,도봉구,10500,쌍문동,1,대지,199,1,금호1,20241017,56000,84.88,0,14,,,1990,아파트,중개거래,서울 도봉구
2024,11590,동작구,10200,상도동,1,대지,470,9,TS팰리스(470-9),20241017,19000,26.28,16,4,,,2013,연립다세대,직거래,
2024,11620,관악구,10200,신림동,1,대지,95,59,삼풍그린빌리지,20241017,14000,39.15,23,4,,,1991,연립다세대,중개거래,서울 관악구
2024,11470,양천구,10300,신월동,1,대지,20,17,유진주비뜰마을,20241017,32800,56.1,38,2,,,2018,연립다세대,중개거래,"서울 강서구, 서울 양천구"
2024,11350,노원구,10600,중계동,1,대지,360,15,건영3,20241017,122000,84.9,0,8,,,1995,아파트,중개거래,"경기 김포시, 서울 노원구"
2024,11260,중랑구,10100,면목동,1,대지,1092,21,베르메종,20241017,34000,37.31,22,6,,,2019,연립다세대,중개거래,서울 강남구
2024,11320,도봉구,10700,창동,1,대지,813,0,현대조합,20241017,59000,84.21,0,9,,,2000,아파트,중개거래,서울 도봉구
2024,11560,영등포구,12300,문래동5가,1,대지,14,0,문래두산위브,20241017,71000,65.46,0,4,,,1988,아파트,중개거래,서울 영등포구
2024,11590,동작구,10500,흑석동,1,대지,335,0,흑석한강센트레빌,20241017,180000,84.91,0,13,,,2011,아파트,중개거래,서울 동작구
2024,11500,강서구,10100,염창동,1,대지,282,19,현대아이파크,20241017,98000,84.84,0,14,,,2005,아파트,중개거래,"서울 강서구, 서울 양천구"
2024,11260,중랑구,10600,신내동,1,대지,785,0,건영2차,20241017,57800,57.3,0,19,,,1996,아파트,중개거래,서울 중랑구
2024,11230,동대문구,10500,답십리동,1,대지,530,15,현대썬앤빌 청계,20241017,12800,18.84,30.59,3,,,null,오피스텔,중개거래,서울 동대문구
2024,11740,강동구,10900,천호동,1,대지,243,142,스타씨티빌,20241017,35000,45.2,28,2,,,2016,연립다세대,중개거래,서울 강동구
2024,11500,강서구,10200,등촌동,1,대지,691,3,부영,20241017,50000,80.64,0,4,,,1994,아파트,직거래,
2024,11560,영등포구,12400,문래동6가,1,대지,45,0,현대2차,20241017,53500,41.04,0,3,,,1987,아파트,중개거래,서울 영등포구
2024,11260,중랑구,10600,신내동,1,대지,279,11,스타힐스,20241017,39000,46.95,36,2,,,2022,연립다세대,직거래,
2024,11740,강동구,10800,성내동,1,대지,551,4,다성이즈빌,20241017,19250,25.92,0,4,,,2014,아파트,중개거래,서울 강동구
2024,11200,성동구,11200,금호동4가,1,대지,235,0,서울숲2차푸르지오,20241017,145000,59.839,0,4,,,2012,아파트,중개거래,서울 성동구
2024,11560,영등포구,13200,신길동,1,대지,255,9,신길AK푸르지오,20241017,90330,49.61,0,16,분양권,,0,아파트,직거래,
2024,11140,중구,16200,신당동,1,대지,404,22,뉴케슬,20241017,25000,49.23,29,4,,,2007,연립다세대,중개거래,서울 중구
2024,11230,동대문구,10900,휘경동,1,대지,363,0,현대,20241017,65000,84.94,0,5,,,1992,아파트,중개거래,서울 동대문구
2024,11560,영등포구,10800,영등포동7가,1,대지,46,1,경남아너스빌,20241017,123000,114.77,0,5,,,1998,아파트,중개거래,서울 영등포구
2024,11500,강서구,10300,화곡동,1,대지,1045,8,남성아트빌,20241017,34500,36.31,21,6,,,2017,연립다세대,중개거래,서울 강서구
2024,11170,용산구,13000,이태원동,1,대지,729,0,남산대림,20241017,170000,84.75,0,3,,,1994,아파트,중개거래,"서울 서초구, 서울 용산구"
2024,11110,종로구,11800,내수동,1,대지,73,0,경희궁의 아침 4단지,20241017,59500,56.48,74.63,15,,,2004,오피스텔,중개거래,서울 종로구
2024,11470,양천구,10300,신월동,1,대지,220,3,고센아트빌,20241017,17500,27.85,17,2,,,2017,연립다세대,중개거래,서울 강서구
2024,11230,동대문구,10900,휘경동,1,대지,286,260,(286-260),20241017,33000,43.49,25,3,,,2006,연립다세대,직거래,
2024,11590,동작구,10700,사당동,1,대지,169,32,현대,20241017,66000,51.66,0,8,,,1991,아파트,중개거래,서울 동작구
2024,11740,강동구,10500,길동,1,대지,445,1,강동역에스케이허브,20241017,34000,47.82,76.78,3,,,2006,오피스텔,중개거래,서울 강동구
2024,11305,강북구,10300,수유동,1,대지,455,39,대동빌라,20241017,17400,47.07,22,1,,,1999,연립다세대,중개거래,서울 강북구
2024,11200,성동구,10700,행당동,1,대지,346,0,행당한진타운,20241017,113500,59.96,0,24,,,2000,아파트,중개거래,서울 성동구
2024,11470,양천구,10200,목동,1,대지,531,0,대명국경하임A,20241017,30000,29.94,17,5,,,2020,연립다세대,중개거래,서울 양천구
2024,11260,중랑구,10200,상봉동,1,대지,499,0,건영캐스빌,20241017,82500,84.647,0,7,,,2006,아파트,중개거래,서울 중랑구
2024,11740,강동구,10500,길동,1,대지,320,2,강동 디앤써밋,20241017,28000,29.99,38.46,8,,,2019,오피스텔,중개거래,서울 강동구
2024,11260,중랑구,10200,상봉동,1,대지,499,0,건영캐스빌,20241017,82500,84.647,0,7,,20241018,2006,아파트,중개거래,서울 중랑구
2024,11470,양천구,10300,신월동,1,대지,1075,0,목동센트럴아이파크위브1단지,20241017,99500,59.97,0,15,,,2020,아파트,중개거래,서울 양천구
2024,11215,광진구,10300,구의동,,,,,,20241017,138000,211.99,134,,,,1985,단독다가구,중개거래,서울 광진구
2024,11440,마포구,10100,아현동,1,대지,393,4,명하우스,20241017,50000,22.79,17,5,,,2019,연립다세대,중개거래,"서울 용산구, 서울 은평구"
2024,11560,영등포구,11000,여의도동,1,대지,525,0,브라이튼여의도,20241017,395500,101.95,0,25,,,2023,아파트,직거래,
2024,11110,종로구,11800,내수동,1,대지,72,0,경희궁의 아침 3단지,20241017,61000,63.96,83.49,16,,,2004,오피스텔,중개거래,서울 종로구
2024,11500,강서구,10300,화곡동,1,대지,424,209,남광아트빌A동,20241017,26000,35.54,24,2,,,2018,연립다세대,직거래,
2024,11500,강서구,10300,화곡동,1,대지,159,20,대성탑스빌,20241017,26700,60.33,33,4,,,2008,연립다세대,중개거래,서울 강서구
2024,11290,성북구,13800,장위동,1,대지,8,2,석계역한일노벨리아시티,20241017,11800,15.214,0,5,,,2019,아파트,중개거래,서울 성북구
2024,11380,은평구,10700,응암동,1,대지,766,0,백련산파크자이,20241017,80000,59.789,0,11,,,2021,아파트,중개거래,서울 강남구
2024,11380,은평구,10900,신사동,1,대지,34,2,거성리젠시(B동),20241017,34000,59.73,32,2,,,2013,연립다세대,중개거래,서울 은평구
2024,11110,종로구,17400,창신동,1,대지,140,10,한일빌라,20241017,49500,57.2,28,3,,,1995,연립다세대,중개거래,서울 종로구
2024,11500,강서구,10900,방화동,1,대지,814,0,방화5,20241017,40000,39.6,0,10,,,1994,아파트,직거래,
2024,11740,강동구,10500,길동,1,대지,53,0,삼익파크맨션,20241017,133000,151.44,0,12,,,1982,아파트,중개거래,"서울 강동구, 서울 노원구"
2024,11440,마포구,10200,공덕동,1,대지,370,9,공덕현대,20241017,111500,84.61,0,6,,,1989,아파트,중개거래,서울 마포구
2024,11650,서초구,10300,우면동,1,대지,7,8,아름다운공간2,20241017,23300,21.08,12,4,,,2015,연립다세대,직거래,
2024,11500,강서구,10900,방화동,1,대지,593,32,(593-32),20241017,14400,39.82,29,-1,,,1987,연립다세대,중개거래,서울 강서구
2024,11680,강남구,10100,역삼동,1,대지,825,20,강남역 센트럴 푸르지오 시티,20241017,27900,20.78,27.858,10,,,2015,오피스텔,중개거래,서울 강남구
2024,11440,마포구,12200,합정동,1,대지,437,25,마포합정한강타운,20241017,46000,25.86,17,4,,,2024,연립다세대,직거래,
2024,11440,마포구,12300,망원동,1,대지,521,0,마포한강아이파크,20241017,149500,84.58,0,12,,,2019,아파트,중개거래,서울 마포구
2024,11215,광진구,10500,자양동,1,대지,603,0,(603-0),20241017,35000,16.72,11,3,,,2013,연립다세대,중개거래,서울 광진구
2024,11440,마포구,10100,아현동,1,대지,777,0,마포래미안푸르지오1단지,20241017,195000,84.891,0,15,,,2014,아파트,중개거래,서울 마포구
2024,11305,강북구,10300,수유동,1,대지,176,54,한솔아트빌,20241017,9100,60.84,25,-1,,,2002,연립다세대,직거래,
2024,11560,영등포구,13200,신길동,1,대지,769,1,한성,20241017,68000,84.98,0,1,,,1997,아파트,중개거래,서울 영등포구
2024,11500,강서구,10200,등촌동,1,대지,681,3,효성인텔리안,20241017,42400,75.77,98.02,12,,,2005,오피스텔,중개거래,서울 강서구
2024,11650,서초구,10800,서초동,1,대지,1328,7,대우도씨에빛,20241017,30800,40.07,53.92,7,,,2003,오피스텔,중개거래,서울 서초구
2024,11170,용산구,12900,이촌동,1,대지,300,23,한강맨숀,20241017,380000,87.54,0,3,,,1971,아파트,중개거래,"경기 성남시 분당구, 서울 용산구"
2024,11650,서초구,10800,서초동,1,대지,1674,5,하림인터내셔날 오피스텔,20241017,27900,24.12,40.19,8,,,2013,오피스텔,중개거래,서울 서초구
2024,11230,동대문구,10600,장안동,1,대지,373,1,양우 내안애 애플,20241017,9500,18.642,28.0209,17,,,2014,오피스텔,중개거래,서울 동대문구
2024,11560,영등포구,10800,영등포동7가,1,대지,94,99,휴젠느,20241017,31000,40.16,55.96,8,,,2018,오피스텔,중개거래,서울 영등포구
2024,11380,은평구,10500,구산동,1,대지,17,6,양지스카이뷰,20241017,33800,45.11,29,3,,,2023,연립다세대,직거래,
2024,11680,강남구,10500,삼성동,1,대지,48,7,피카소,20241017,85000,29.32,17,3,,,2022,연립다세대,중개거래,서울 서초구
2024,11320,도봉구,10500,쌍문동,1,대지,56,0,삼익세라믹,20241017,30000,42.93,0,2,,,1988,아파트,중개거래,서울 도봉구
2024,11380,은평구,10400,갈현동,1,대지,267,56,어울림빌,20241017,21500,58.71,31,3,,,2013,연립다세대,직거래,
2024,11590,동작구,10200,상도동,1,대지,904,0,상도역롯데캐슬파크엘,20241017,160000,84.983,0,11,,,2021,아파트,중개거래,서울 동작구
2024,11470,양천구,10200,목동,1,대지,318,176,남경베스트빌,20241017,25700,61.58,25,1,,,2001,연립다세대,중개거래,서울 양천구
2024,11200,성동구,10500,마장동,1,대지,767,13,에덴캐슬,20241017,43000,30.15,14,7,,,2015,연립다세대,중개거래,서울 성동구
2024,11410,서대문구,11800,홍은동,1,대지,453,2,풍림2,20241017,59500,58.5,0,13,,,1990,아파트,중개거래,"서울 서대문구, 서울 은평구"
2024,11215,광진구,10100,중곡동,1,대지,112,22,선화빌라2차,20241017,32000,51.07,23,3,,,1995,연립다세대,중개거래,서울 강동구
2024,11545,금천구,10100,가산동,1,대지,234,46,삼익,20241017,38500,84.69,0,10,,,1998,아파트,중개거래,서울 금천구
2024,11215,광진구,10200,능동,1,대지,224,2,푸르미르,20241017,35000,29.92,24,3,,,2017,연립다세대,중개거래,서울 광진구
2024,11500,강서구,10500,마곡동,1,대지,776,0,마곡 파크뷰 대방디엠시티 오피스텔,20241017,17800,21.25,31.7629,10,,,2019,오피스텔,중개거래,서울 강서구
2024,11710,송파구,10200,신천동,1,대지,17,0,파크리오,20241017,257000,84.97,0,23,,,2008,아파트,중개거래,서울 송파구
2024,11110,종로구,17500,숭인동,1,대지,581,0,21스타캐슬,20241017,30300,36.98,25,2,,,2021,연립다세대,직거래,
2024,11110,종로구,17500,숭인동,1,대지,581,0,21스타캐슬,20241017,31600,36.98,25,3,,,2021,연립다세대,직거래,
2024,11545,금천구,10300,시흥동,1,대지,830,11,에이엔캐슬(830-11),20241017,21400,29.93,13,6,,,2017,연립다세대,중개거래,서울 금천구
2024,11500,강서구,10200,등촌동,1,대지,639,8,ACE A-ZONE,20241017,40800,65.8,86.08,3,,,2005,오피스텔,중개거래,서울 마포구
2024,11260,중랑구,10300,중화동,,,,,,20241017,89500,201.61,122,,,,1995,단독다가구,중개거래,서울 중랑구
2024,11500,강서구,10500,마곡동,1,대지,773,3,힐스테이트에코동익,20241017,19500,24.57,35.004,13,,,2017,오피스텔,중개거래,서울 강서구
2024,11500,강서구,10600,내발산동,1,대지,696,19,태경하이츠A동,20241017,17800,41.16,20,2,,,2002,연립다세대,중개거래,서울 강서구
2024,11215,광진구,10700,화양동,1,대지,94,13,엘리시아1차,20241017,20319,15.045,24.262,6,,,2021,오피스텔,직거래,
2024,11215,광진구,10700,화양동,1,대지,94,13,엘리시아1차,20241017,21361,15.045,24.262,5,,,2021,오피스텔,직거래,
2024,11470,양천구,10100,신정동,1,대지,934,8,상록빌라5차,20241017,18300,37.34,33,-1,,20241018,1990,연립다세대,중개거래,"경기 고양시 덕양구, 서울 양천구"
2024,11545,금천구,10100,가산동,1,대지,147,21,성은맨션A동(147-21),20241017,31700,75.14,42,4,,,2001,연립다세대,중개거래,서울 금천구
2024,11380,은평구,10700,응암동,,,,,,20241016,42800,101.79,67,,,,1987,단독다가구,중개거래,서울 은평구
2024,11590,동작구,10500,흑석동,1,대지,253,89,흑석리버파크자이,20241016,157000,59.98,0,13,입주권,,0,아파트,중개거래,서울 동작구
2024,11170,용산구,10100,후암동,,,,,,20241016,266100,319.78,202,,,,1994,단독다가구,중개거래,서울 용산구
2024,11410,서대문구,11700,연희동,,,,,,20241016,250000,633.14,367,,,,1994,단독다가구,중개거래,서울 성동구
2024,11470,양천구,10100,신정동,1,대지,918,13,새롬빌라1동,20241016,4700,18.75,8,-1,,,2001,연립다세대,중개거래,서울 양천구
2024,11590,동작구,10900,신대방동,1,대지,720,0,보라매e편한세상,20241016,82000,84.73,0,6,,,2010,아파트,중개거래,서울 동작구
2024,11215,광진구,10500,자양동,1,대지,689,7,효성맨숀나동,20241016,112125,71.4,57,1,,,1983,연립다세대,직거래,
2024,11470,양천구,10300,신월동,1,대지,58,1,새한아파트빌,20241016,29300,81.63,32,3,,,2002,연립다세대,중개거래,경기 김포시
2024,11680,강남구,10800,논현동,1,대지,196,0,거평프리젠,20241016,52500,39.035,0,5,,,1996,아파트,중개거래,서울 강남구
2024,11500,강서구,10900,방화동,1,대지,247,85,서광하이빌,20241016,31000,66.64,40,3,,,2003,연립다세대,중개거래,서울 강서구
2024,11140,중구,17400,만리동2가,1,대지,273,0,서울역센트럴자이,20241016,175000,84.972,0,22,,,2017,아파트,중개거래,서울 중구
2024,11380,은평구,10400,갈현동,1,대지,326,1,고은명가,20241016,28000,37.75,27,3,,,2016,연립다세대,중개거래,서울 은평구
2024,11470,양천구,10200,목동,1,대지,537,30,서진플로렌스373,20241016,24400,27,20,5,,,2017,연립다세대,중개거래,서울 양천구
2024,11440,마포구,11200,현석동,1,대지,118,0,밤섬예가클래식,20241016,147000,85.54,0,5,,,1989,아파트,중개거래,서울 마포구
2024,11215,광진구,10300,구의동,1,대지,23,36,성림에버빌,20241016,18044,54.18,27,4,,,2003,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,1515,0,성원상떼빌,20241016,58500,59.91,0,20,,,1997,아파트,중개거래,서울 중랑구
2024,11560,영등포구,11000,여의도동,1,대지,37,0,미성,20241016,250000,101.29,0,6,,,1978,아파트,중개거래,서울 영등포구
2024,11320,도봉구,10500,쌍문동,1,대지,728,0,북한산월드메르디앙,20241016,67000,82.09,0,7,,,2005,아파트,중개거래,서울 강북구
2024,11710,송파구,10800,문정동,1,대지,624,0,송파 아이파크,20241016,77000,59.99,85.962,3,,,2015,오피스텔,중개거래,서울 송파구
2024,11545,금천구,10200,독산동,1,대지,185,1,미르빌(185-1),20241016,26800,61.19,27,3,,,2001,연립다세대,중개거래,서울 금천구
2024,11350,노원구,10200,월계동,1,대지,13,0,미륭,20241016,63300,51.48,0,1,,20241028,1986,아파트,중개거래,서울 노원구
2024,11710,송파구,10800,문정동,1,대지,622,0,송파한화오벨리스크,20241016,20300,29.99,38.607,6,,,2013,오피스텔,중개거래,서울 송파구
2024,11710,송파구,10800,문정동,1,대지,145,0,문정시영,20241016,63000,39.69,0,5,,,1989,아파트,중개거래,서울 송파구
2024,11710,송파구,10800,문정동,1,대지,18,0,문정대우푸르지오1차,20241016,116700,84.86,0,19,,,1999,아파트,중개거래,서울 강남구
2024,11560,영등포구,11000,여의도동,1,대지,30,0,목화,20241016,248000,89.92,0,7,,,1977,아파트,중개거래,"서울 동대문구, 서울 영등포구"
2024,11470,양천구,10100,신정동,1,대지,337,0,목동우성2,20241016,109000,113.91,0,15,,,2000,아파트,중개거래,서울 양천구
2024,11470,양천구,10200,목동,1,대지,925,0,목동신시가지7,20241016,258000,101.2,0,9,,,1986,아파트,중개거래,서울 양천구
2024,11140,중구,16200,신당동,1,대지,140,23,신당역솔하임,20241016,17200,14.08,0,18,,,2016,아파트,중개거래,서울 중구
2024,11620,관악구,10200,신림동,1,대지,1730,0,신림푸르지오,20241016,88300,84.79,0,19,,,2005,아파트,중개거래,"서울 관악구, 서울 금천구"
2024,11470,양천구,10200,목동,1,대지,912,0,목동신시가지5,20241016,187500,65.08,0,13,,,1986,아파트,중개거래,서울 양천구
2024,11530,구로구,10600,고척동,1,대지,324,0,신원프라자,20241016,53000,84.27,0,9,,,1997,아파트,중개거래,서울 구로구
2024,11470,양천구,10100,신정동,1,대지,311,0,목동신시가지10,20241016,128000,53.82,0,3,,,1987,아파트,중개거래,서울 양천구
2024,11740,강동구,10700,암사동,1,대지,475,21,신주리버빌,20241016,29500,49.05,28,2,,,2011,연립다세대,중개거래,서울 강동구
2024,11410,서대문구,11200,대현동,1,대지,144,0,신촌럭키,20241016,95500,83.38,0,3,,,1999,아파트,중개거래,서울 서대문구
2024,11680,강남구,11000,압구정동,1,대지,433,0,신현대11차,20241016,815000,183.41,0,7,,,1983,아파트,중개거래,서울 강남구
2024,11470,양천구,10100,신정동,1,대지,927,41,명가하우스,20241016,19800,19.94,11,6,,,2016,연립다세대,중개거래,서울 양천구
2024,11680,강남구,11000,압구정동,1,대지,426,0,신현대9차,20241016,495000,108.88,0,4,,,1982,아파트,중개거래,서울 강남구
2024,11650,서초구,10800,서초동,1,대지,1308,26,강남역리가스퀘어,20241016,24500,29.42,38.51,13,,,2012,오피스텔,중개거래,서울 서초구
2024,11305,강북구,10300,수유동,,,,,,20241016,77341,215.55,139,,,,1989,단독다가구,직거래,
2024,11440,마포구,12200,합정동,1,대지,473,0,마포 한강 2차 푸르지오,20241016,31000,23.65,35.2135,24,,,2016,오피스텔,중개거래,서울 마포구
2024,11350,노원구,10600,중계동,1,대지,587,0,양지마을(대림)1,20241016,89800,84.9,0,7,,,1998,아파트,중개거래,서울 노원구
2024,11680,강남구,11200,자곡동,1,대지,655,0,강남 푸르지오시티 2차(PRUGIO CITYⅡ),20241016,16000,21.872,28.968,6,,,2014,오피스텔,중개거래,서울 강남구
2024,11110,종로구,17400,창신동,1,대지,138,40,어울재,20241016,60000,46.62,24,5,,,2020,연립다세대,중개거래,서울 종로구
2024,11560,영등포구,12800,양평동4가,1,대지,179,1,에스엠빌,20241016,30000,29.71,15,3,,20241018,2016,연립다세대,중개거래,서울 영등포구
2024,11560,영등포구,12800,양평동4가,1,대지,179,1,에스엠빌,20241016,30000,29.71,15,3,,,2016,연립다세대,중개거래,서울 영등포구
2024,11200,성동구,10400,도선동,1,대지,329,1,에코하우스(1동),20241016,15500,12.07,6,6,,,2011,연립다세대,중개거래,서울 성동구
2024,11410,서대문구,11800,홍은동,1,대지,405,11,엘씨빌,20241016,20000,53.04,54,5,,,2007,연립다세대,직거래,
2024,11710,송파구,10100,잠실동,1,대지,22,0,리센츠,20241016,109500,27.68,0,28,,,2008,아파트,중개거래,서울 송파구
2024,11110,종로구,16000,연지동,1,대지,222,0,리베르떼_연지,20241016,23700,23.2,31.77,6,,,2019,오피스텔,중개거래,서울 서초구
2024,11560,영등포구,11700,당산동,1,대지,121,130,리버뷰,20241016,11500,23.94,32.28,6,,,2015,오피스텔,중개거래,서울 영등포구
2024,11500,강서구,10400,가양동,1,대지,1490,0,가양도시개발9-2단지,20241016,72000,49.5,0,8,,,1993,아파트,중개거래,"서울 강남구, 서울 강서구"
2024,11710,송파구,10800,문정동,1,대지,652,4,힐스테이트에코문정,20241016,18000,17.93,28.36,9,,,2018,오피스텔,중개거래,서울 송파구
2024,11380,은평구,10300,불광동,1,대지,444,66,엠버하우스(444-66),20241016,34000,29.95,23,3,,,2022,연립다세대,중개거래,서울 마포구
2024,11560,영등포구,10200,영등포동1가,1,대지,92,4,여의도투웨니퍼스트,20241016,32000,29.84,38.03,10,,,2018,오피스텔,중개거래,"서울 마포구, 서울 영등포구"
2024,11380,은평구,10300,불광동,1,대지,369,5,로이빌라트,20241016,21800,16.7,13,2,,,2022,연립다세대,직거래,
2024,11380,은평구,10900,신사동,1,대지,200,14,로얄펠리스,20241016,34000,58.62,28,-1,,,2017,연립다세대,중개거래,서울 은평구
2024,11470,양천구,10300,신월동,1,대지,420,8,영신트라움(420-8),20241016,26980,40.84,25,3,,,2019,연립다세대,직거래,
2024,11545,금천구,10200,독산동,1,대지,149,22,예지빌(149-22),20241016,20000,29.9,18,5,,,2013,연립다세대,직거래,
2024,11200,성동구,11300,옥수동,1,대지,528,0,옥수파크힐스101동~116동,20241016,205000,84.64,0,5,,,2016,아파트,중개거래,"서울 성동구, 서울 양천구"
2024,11230,동대문구,10200,용두동,1,대지,100,1,랜드마크타워1,20241016,15000,30.47,43.04,9,,,2004,오피스텔,중개거래,서울 동대문구
2024,11500,강서구,10600,내발산동,1,대지,670,34,올림푸스AB동,20241016,24450,46.47,26,2,,,2008,연립다세대,중개거래,서울 강서구
2024,11290,성북구,13800,장위동,1,대지,322,0,래미안포레카운티,20241016,110000,84.97,0,18,,,2021,아파트,중개거래,서울 성북구
2024,11440,마포구,10400,도화동,1,대지,82,0,우성,20241016,164000,141.515,0,10,,,1991,아파트,중개거래,서울 마포구
2024,11545,금천구,10200,독산동,1,대지,1007,13,e편한세상독산더타워,20241016,95000,84.925,0,13,,,2019,아파트,중개거래,"경기 남양주시, 서울 금천구"
2024,11110,종로구,11800,내수동,1,대지,74,0,광화문시대,20241016,40700,48.86,65.32,18,,,2004,오피스텔,중개거래,서울 종로구
2024,11740,강동구,11000,강일동,1,대지,677,5,유러피안하우스II,20241016,6850,15.36,25.49,4,,,2013,오피스텔,중개거래,서울 강동구
2024,11560,영등포구,11500,당산동5가,1,대지,7,2,유원제일2차,20241016,156000,123.76,0,4,,,1984,아파트,중개거래,서울 영등포구
2024,11545,금천구,10200,독산동,1,대지,1009,64,SKY,20241016,29000,42.85,23,6,,20241016,2017,연립다세대,직거래,
